Div,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
E0,1213,2013-02-02,QPR,Norwich,0,0,D,0,0,D,J Moss,15,14,7,9,6,20,10,8,2,5,0,0,1.95,3.6,4.33,1.91,3.6,3.8,1.95,3.35,3.7
E0,1213,2013-02-02,Reading,Sunderland,2,1,H,1,1,D,L Mason,9,10,5,6,12,15,6,8,1,3,0,0,2.5,3.4,3,2.4,3.25,2.95,2.3,3.3,2.9
E0,1213,2013-02-02,West Ham,Swansea,1,0,H,0,0,D,L Probert,18,11,9,7,7,9,5,3,1,1,0,0,2.4,3.4,3.2,2.4,3.2,3,2.3,3.1,3.1
E0,1213,2013-02-02,Wigan,Southampton,2,2,D,1,0,H,A Marriner,5,15,3,7,6,16,8,5,0,2,0,0,2.2,3.5,3.5,2.15,3.4,3.3,2,3.3,3.6
E0,1213,2013-02-03,Man City,Liverpool,2,2,D,1,1,D,A Taylor,9,21,5,12,14,7,9,10,2,4,0,0,1.83,3.9,4.5,1.85,3.8,3.8,1.8,3.5,4.2
E0,1213,2013-02-03,West Brom,Tottenham,0,1,A,0,0,D,M Clattenburg,4,21,3,13,9,9,2,17,1,0,1,0,3.6,3.4,2.2,3.5,3.3,2.1,3.6,3.3,2
E0,1213,2013-02-09,Chelsea,Wigan,4,1,H,1,0,H,M Dean,25,13,17,10,9,13,10,6,1,2,0,0,1.36,5.5,9.5,1.34,5,8.5,1.3,5,9
E0,1213,2013-02-09,Norwich,Fulham,0,0,D,0,0,D,H Webb,15,7,8,5,10,16,3,4,2,2,0,0,2.3,3.4,3.4,2.3,3.25,3.1,2.3,3.3,2.9
E0,1213,2013-02-09,Southampton,Man City,3,1,H,2,1,H,M Atkinson,13,7,7,4,9,13,6,6,1,2,0,0,5.75,4,1.67,5.5,4,1.57,5.6,3.9,1.55
E0,1213,2013-02-09,Stoke,Reading,2,1,H,0,0,D,M Oliver,13,5,10,4,7,4,11,3,2,0,0,0,1.91,3.5,4.6,1.83,3.4,4.4,1.9,3.45,3.8
E0,1213,2013-02-09,Sunderland,Arsenal,0,1,A,0,1,A,A Taylor,12,18,7,9,6,13,11,2,3,2,0,1,4.5,3.6,1.91,4,3.6,1.85,4.2,3.5,1.8
E0,1213,2013-02-09,Swansea,QPR,4,1,H,2,0,H,N Swarbrick,13,14,12,8,10,9,5,2,1,3,0,0,1.83,3.75,4.75,1.83,3.4,4.4,1.8,3.5,4.2
E0,1213,2013-02-09,Tottenham,Newcastle,2,1,H,1,1,D,P Dowd,16,9,9,7,5,11,11,5,0,2,0,0,1.67,4,5.75,1.65,3.8,5,1.7,3.6,4.7
E0,1213,2013-02-10,Aston Villa,West Ham,2,1,H,0,0,D,M Clattenburg,7,13,2,7,15,12,4,10,3,2,0,0,2.63,3.4,2.88,2.55,3.25,2.75,2.45,3.3,2.7
E0,1213,2013-02-10,Man United,Everton,2,0,H,2,0,H,M Halsey,10,9,6,8,12,9,7,6,0,2,0,0,1.75,3.9,5,1.7,3.8,4.75,1.65,3.6,5.1
E0,1213,2013-02-11,Liverpool,West Brom,0,2,A,0,0,D,J Moss,23,4,14,3,9,9,13,5,1,4,0,0,1.4,5,9,1.34,5,8.5,1.37,4.6,7.5
E0,1213,2013-02-17,Liverpool,Swansea,5,0,H,1,0,H,H Webb,33,4,18,3,6,9,10,1,0,1,0,0,1.57,4.4,6,1.57,4.1,5.5,1.55,3.9,5.6
E0,1213,2013-02-23,Arsenal,Aston Villa,2,1,H,1,0,H,M Atkinson,24,5,14,3,7,12,12,3,1,2,0,0,1.33,5.5,11,1.3,5.25,9.25,1.35,4.8,7.6
E0,1213,2013-02-23,Fulham,Stoke,1,0,H,1,0,H,L Probert,20,7,9,2,4,9,9,4,1,3,0,0,2.2,3.3,3.75,2.05,3.3,3.6,2.05,3.3,3.5
E0,1213,2013-02-23,Norwich,Everton,2,1,H,0,1,A,L Mason,10,11,9,5,15,10,7,5,1,1,0,0,3.8,3.5,2.1,3.6,3.3,2.05,3.6,3.3,2
E0,1213,2013-02-23,QPR,Man United,0,2,A,0,1,A,A Taylor,12,13,5,8,10,6,2,4,0,0,0,0,7,4.33,1.53,6.5,3.9,1.53,7,4,1.45
E0,1213,2013-02-23,Reading,Wigan,0,3,A,0,2,A,P Dowd,7,14,1,8,9,11,2,9,1,1,1,0,2.63,3.4,2.88,2.55,3.2,2.8,2.2,3.3,3.1
E0,1213,2013-02-23,West Brom,Sunderland,2,1,H,1,0,H,R East,17,10,7,6,13,9,5,5,2,1,0,0,2.05,3.5,4,1.95,3.3,4,2,3.3,3.6
E0,1213,2013-02-24,Man City,Chelsea,2,0,H,0,0,D,A Marriner,15,4,11,1,19,5,6,6,3,1,0,0,1.95,3.6,4.33,1.91,3.5,3.9,1.95,3.35,3.7
E0,1213,2013-02-24,Newcastle,Southampton,4,2,H,2,1,H,C Foy,11,11,5,7,12,12,7,3,0,4,0,0,2.2,3.5,3.2,2,3.5,3.6,2,3.3,3.6
E0,1213,2013-02-25,West Ham,Tottenham,2,3,A,1,1,D,H Webb,8,25,6,16,12,7,6,12,4,1,0,0,3.6,3.5,2.15,3.4,3.25,2.15,3.3,3.3,2.1
E0,1213,2013-03-02,Chelsea,West Brom,1,0,H,1,0,H,K Friend,25,8,19,4,12,16,9,7,1,2,0,0,1.4,5,9,1.4,4.33,8.25,1.37,4.6,7.5
E0,1213,2013-03-02,Everton,Reading,3,1,H,1,0,H,A Taylor,18,12,12,6,8,8,9,10,1,1,0,0,1.38,5,10,1.36,5,7.75,1.42,4.4,7.2
E0,1213,2013-03-02,Man United,Norwich,4,0,H,1,0,H,N Swarbrick,13,1,10,1,5,15,7,3,0,4,0,0,1.33,5.5,11,1.3,5.25,9.25,1.3,5,9
E0,1213,2013-03-02,Southampton,QPR,1,2,A,1,1,D,H Webb,17,5,9,3,7,15,6,3,1,3,0,0,1.85,3.8,4.5,1.8,3.5,4.5,1.9,3.45,3.8
E0,1213,2013-03-02,Stoke,West Ham,0,1,A,0,1,A,J Moss,10,10,2,7,12,12,4,2,1,2,0,0,2.15,3.25,4,2.05,3.3,3.6,2,3.3,3.6
E0,1213,2013-03-02,Sunderland,Fulham,2,2,D,1,2,A,M Halsey,12,7,6,4,9,14,7,3,1,3,0,0,2.4,3.3,3.3,2.35,3.2,3.1,2.2,3.2,3.2
E0,1213,2013-03-02,Swansea,Newcastle,1,0,H,0,0,D,C Pawson,10,14,7,7,9,17,7,7,0,2,0,0,2.1,3.6,3.75,2,3.5,3.6,2.1,3.3,3.3
E0,1213,2013-03-02,Wigan,Liverpool,0,4,A,0,3,A,M Atkinson,15,8,11,7,11,15,4,3,2,2,0,0,4.5,3.75,1.85,4.2,3.8,1.78,4.2,3.5,1.8
E0,1213,2013-03-03,Tottenham,Arsenal,2,1,H,2,0,H,M Clattenburg,11,10,5,6,17,13,4,6,3,1,0,0,2.3,3.6,3.25,2.3,3.4,3,2.3,3.3,2.9
E0,1213,2013-03-04,Aston Villa,Man City,0,1,A,0,1,A,M Dean,10,20,5,12,10,14,6,5,2,0,0,0,7.5,4.5,1.44,7.5,4.25,1.44,5.6,3.9,1.55
E0,1213,2013-03-09,Norwich,Southampton,0,0,D,0,0,D,M Clattenburg,3,15,2,7,9,10,1,7,2,3,0,0,2.5,3.4,3,2.4,3.2,3,2.2,3.3,3.1
E0,1213,2013-03-09,QPR,Sunderland,3,1,H,1,1,D,M Jones,15,7,8,3,4,19,4,5,0,2,0,0,2.25,3.4,3.5,2.25,3.25,3.2,2.25,3.3,3
E0,1213,2013-03-09,Reading,Aston Villa,1,2,A,1,2,A,J Moss,10,18,4,7,8,7,6,1,2,3,0,0,2.45,3.4,3.1,2.35,3.25,3,2.2,3.3,3.1
E0,1213,2013-03-09,West Brom,Swansea,2,1,H,1,1,D,L Mason,12,9,6,4,9,10,3,3,1,1,0,0,2.45,3.3,3.2,2.35,3.2,3.1,2.2,3.3,3.1
E0,1213,2013-03-10,Liverpool,Tottenham,3,2,H,1,1,D,M Oliver,10,15,4,9,9,8,1,4,1,1,0,0,1.95,3.8,4,1.85,3.8,3.8,2,3.3,3.6
E0,1213,2013-03-10,Newcastle,Stoke,2,1,H,0,0,D,A Marriner,14,7,6,4,10,12,14,4,1,1,0,0,1.83,3.7,4.8,1.8,3.4,4.6,1.9,3.45,3.8
E0,1213,2013-03-16,Aston Villa,QPR,3,2,H,1,1,D,K Friend,10,18,6,11,16,10,9,6,3,2,0,0,2.3,3.4,3.4,2.1,3.4,3.4,2.1,3.3,3.3
E0,1213,2013-03-16,Everton,Man City,2,0,H,1,0,H,L Probert,11,17,5,11,15,10,13,6,4,3,1,0,3.9,3.6,2.05,3.8,3.3,2,3.3,3.3,2.1
E0,1213,2013-03-16,Man United,Reading,1,0,H,1,0,H,L Mason,17,5,8,1,5,16,5,4,0,2,0,0,1.17,9,19,1.15,8,14,1.15,7,15
E0,1213,2013-03-16,Southampton,Liverpool,3,1,H,2,1,H,P Dowd,17,8,12,6,10,10,7,5,0,1,0,0,4.2,3.8,1.91,4.1,3.5,1.87,4.5,3.5,1.75
E0,1213,2013-03-16,Stoke,West Brom,0,0,D,0,0,D,M Dean,13,9,5,5,15,11,7,1,2,2,0,0,2.5,3.3,3.1,2.45,3.1,3,2.3,3.3,2.9
E0,1213,2013-03-16,Swansea,Arsenal,0,2,A,0,0,D,J Moss,9,15,2,11,2,7,3,7,1,1,0,0,3.4,3.5,2.25,3.4,3.2,2.2,3.3,3.3,2.1
E0,1213,2013-03-17,Chelsea,West Ham,2,0,H,1,0,H,M Oliver,24,15,14,9,5,14,5,5,0,2,0,0,1.4,5,9,1.34,5,8.25,1.35,4.8,7.6
E0,1213,2013-03-17,Sunderland,Norwich,1,1,D,1,1,D,C Foy,16,7,8,3,11,11,5,9,1,3,0,1,2.05,3.5,4,2,3.5,3.6,2,3.3,3.6
E0,1213,2013-03-17,Tottenham,Fulham,0,1,A,0,0,D,M Jones,12,6,6,2,10,5,5,5,1,1,0,0,1.5,4.5,7.5,1.48,4.25,6.5,1.55,3.9,5.6
E0,1213,2013-03-17,Wigan,Newcastle,2,1,H,1,0,H,M Halsey,13,9,10,4,7,12,7,3,1,1,0,0,2.3,3.4,3.4,2.25,3.25,3.2,2.1,3.3,3.3
E0,1213,2013-03-30,Arsenal,Reading,4,1,H,1,0,H,C Foy,23,4,14,2,9,14,11,3,0,1,0,0,1.25,6.5,15,1.22,6.5,11,1.25,5.5,10.3
E0,1213,2013-03-30,Everton,Stoke,1,0,H,1,0,H,M Jones,15,10,9,5,13,18,4,3,1,3,0,0,1.57,3.9,7.5,1.5,4.1,6.5,1.5,4,6.1
E0,1213,2013-03-30,Man City,Newcastle,4,0,H,2,0,H,N Swarbrick,19,5,11,1,6,8,9,2,0,2,0,0,1.33,5.5,11,1.26,5.5,11,1.3,5,9
E0,1213,2013-03-30,Southampton,Chelsea,2,1,H,2,1,H,J Moss,13,7,8,4,12,6,7,7,2,1,0,0,3.5,3.5,2.2,3.4,3.5,2.05,3.6,3.3,2
E0,1213,2013-03-30,Sunderland,Man United,0,1,A,0,1,A,K Friend,9,10,4,6,11,9,3,6,3,1,0,0,6,4,1.65,5.5,3.8,1.62,5.1,3.6,1.65
E0,1213,2013-03-30,Swansea,Tottenham,1,2,A,0,2,A,A Taylor,11,9,3,7,5,10,5,2,2,4,0,0,3.4,3.4,2.3,3.2,3.25,2.25,3.1,3.3,2.2
E0,1213,2013-03-30,West Ham,West Brom,3,1,H,2,0,H,A Marriner,14,17,8,11,10,13,5,3,1,1,0,1,2.3,3.4,3.4,2.3,3.2,3.1,2.2,3.2,3.2
E0,1213,2013-03-30,Wigan,Norwich,1,0,H,0,0,D,H Webb,13,9,6,5,13,9,10,3,1,2,0,0,1.95,3.6,4.33,1.87,3.5,4.1,1.95,3.35,3.7
E0,1213,2013-03-31,Aston Villa,Liverpool,1,2,A,1,0,H,L Mason,10,16,7,12,9,8,7,8,1,1,0,0,5,4,1.75,4.75,3.8,1.7,4.2,3.5,1.8
E0,1213,2013-04-01,Fulham,QPR,3,2,H,3,1,H,L Probert,9,19,5,11,11,7,3,6,2,1,1,0,2,3.6,4,1.91,3.4,4,1.85,3.45,4
E0,1213,2013-04-06,Norwich,Swansea,2,2,D,1,1,D,M Oliver,12,16,9,9,8,16,2,5,5,3,0,0,2.63,3.3,2.9,2.6,3.1,2.8,2.3,3.3,2.9
E0,1213,2013-04-06,Reading,Southampton,0,2,A,0,1,A,M Jones,8,12,3,4,5,11,8,4,0,0,0,0,3.3,3.6,2.25,3.3,3.4,2.15,3.1,3.3,2.2
E0,1213,2013-04-06,Stoke,Aston Villa,1,3,A,0,1,A,M Clattenburg,6,11,2,8,16,11,4,2,3,1,0,0,2.1,3.4,4,2.05,3.2,3.8,2,3.3,3.6
E0,1213,2013-04-06,West Brom,Arsenal,1,2,A,0,1,A,H Webb,16,11,5,6,7,15,6,4,2,4,0,1,4.1,3.7,1.95,4.1,3.5,1.87,3.8,3.45,1.9
E0,1213,2013-04-07,Chelsea,Sunderland,2,1,H,0,1,A,N Swarbrick,14,7,7,3,9,15,8,5,0,2,0,0,1.36,5,11,1.3,5,10.5,1.33,4.8,8.3
E0,1213,2013-04-07,Liverpool,West Ham,0,0,D,0,0,D,A Taylor,19,10,12,4,8,4,12,2,0,1,0,0,1.36,5.5,9,1.35,5,8,1.35,4.8,7.6
E0,1213,2013-04-07,Newcastle,Fulham,1,0,H,0,0,D,K Friend,20,5,10,3,13,11,10,3,2,2,0,0,2.1,3.5,3.8,2,3.25,3.9,1.95,3.4,3.6
E0,1213,2013-04-07,QPR,Wigan,1,1,D,0,0,D,P Dowd,6,16,2,10,9,12,2,10,2,3,1,0,2.38,3.4,3.25,2.3,3.25,3.1,2.4,3.3,2.75
E0,1213,2013-04-07,Tottenham,Everton,2,2,D,1,1,D,A Marriner,19,9,10,5,14,8,7,6,1,1,0,0,2.2,3.4,3.6,2.25,3.25,3.2,2.1,3.3,3.3
E0,1213,2013-04-08,Man United,Man City,1,2,A,0,0,D,M Dean,16,9,7,5,13,18,9,4,3,5,0,0,2.3,3.5,3.3,2.2,3.4,3.2,2,3.3,3.6
E0,1213,2013-04-13,Arsenal,Norwich,3,1,H,0,0,D,M Jones,10,5,7,5,8,10,9,3,1,2,0,0,1.25,6.5,14,1.23,6,11.5,1.25,5.5,10.3
E0,1213,2013-04-13,Aston Villa,Fulham,1,1,D,0,0,D,P Dowd,15,8,7,3,5,15,8,5,1,2,0,0,2.3,3.3,3.5,2.25,3.2,3.25,2.2,3.3,3.1
E0,1213,2013-04-13,Everton,QPR,2,0,H,1,0,H,L Mason,14,8,10,5,6,12,13,5,3,3,0,0,1.44,4.75,8,1.4,4.6,7.5,1.42,4.5,6.7
E0,1213,2013-04-13,Reading,Liverpool,0,0,D,0,0,D,M Clattenburg,7,26,5,15,9,8,4,9,2,1,0,0,8,4.75,1.45,7.25,4.33,1.44,6.1,4,1.5
E0,1213,2013-04-13,Southampton,West Ham,1,1,D,0,0,D,M Dean,15,6,11,4,9,18,7,4,2,3,0,0,1.91,3.75,4.2,1.8,3.7,4.2,1.85,3.5,3.9
E0,1213,2013-04-14,Newcastle,Sunderland,0,3,A,0,1,A,H Webb,15,8,9,7,14,7,10,9,3,2,0,0,1.95,3.5,4.5,1.91,3.25,4.25,1.9,3.45,3.8
E0,1213,2013-04-14,Stoke,Man United,0,2,A,0,1,A,J Moss,13,9,4,3,9,9,3,7,1,1,0,0,7,3.9,1.6,6.5,3.75,1.55,5.1,3.6,1.65
E0,1213,2013-04-16,Arsenal,Everton,0,0,D,0,0,D,N Swarbrick,10,10,6,5,11,12,8,1,2,3,0,0,1.75,3.9,5,1.7,3.8,4.75,1.8,3.5,4.2
E0,1213,2013-04-17,Fulham,Chelsea,0,3,A,0,2,A,M Dean,11,13,7,10,11,11,6,5,2,1,0,0,4.75,3.8,1.8,4.5,3.8,1.72,3.8,3.45,1.9
E0,1213,2013-04-17,Man City,Wigan,1,0,H,0,0,D,J Moss,10,8,4,6,12,5,5,4,2,1,0,0,1.25,6.5,14,1.23,6,11.5,1.27,5.5,9
E0,1213,2013-04-17,West Ham,Man United,2,2,D,1,1,D,L Probert,10,15,4,9,9,7,2,5,1,0,0,0,5.5,3.9,1.7,5,3.75,1.67,5.1,3.6,1.65
E0,1213,2013-04-20,Fulham,Arsenal,0,1,A,0,1,A,A Marriner,7,10,5,7,13,8,7,3,0,2,1,1,5,4,1.75,4.75,3.8,1.7,4.2,3.5,1.8
E0,1213,2013-04-20,Norwich,Reading,2,1,H,0,0,D,M Dean,19,14,9,6,8,12,8,8,2,3,0,0,1.75,3.8,5.25,1.67,3.7,5,1.7,3.8,4.4
E0,1213,2013-04-20,QPR,Stoke,0,2,A,0,1,A,C Foy,25,11,11,4,8,14,5,5,1,2,0,0,2.25,3.4,3.5,2.1,3.4,3.4,2.2,3.3,3.1
E0,1213,2013-04-20,Sunderland,Everton,1,0,H,1,0,H,P Dowd,8,8,4,5,6,15,3,10,1,2,0,0,3.4,3.4,2.3,3.4,3.3,2.15,3,3.3,2.25
E0,1213,2013-04-20,Swansea,Southampton,0,0,D,0,0,D,M Halsey,14,9,7,5,11,13,7,2,0,0,0,0,2.38,3.5,3.1,2.25,3.3,3.1,2.3,3.1,3.1
E0,1213,2013-04-20,West Brom,Newcastle,1,1,D,0,1,A,M Jones,8,10,4,6,9,10,15,2,0,2,0,0,2.25,3.5,3.4,2.25,3.2,3.25,2.25,3.3,3
E0,1213,2013-04-20,West Ham,Wigan,2,0,H,1,0,H,N Swarbrick,17,18,11,10,12,11,3,6,3,1,0,0,2.3,3.5,3.3,2.3,3.25,3.1,2.2,3.2,3.2
E0,1213,2013-04-21,Liverpool,Chelsea,2,2,D,0,1,A,K Friend,23,9,12,6,8,11,8,5,5,2,0,0,2.15,3.6,3.6,2.05,3.5,3.4,2.2,3.3,3.1
E0,1213,2013-04-21,Tottenham,Man City,3,1,H,0,1,A,L Mason,11,11,8,7,11,10,4,5,3,3,0,0,3.25,3.6,2.3,3.2,3.25,2.25,2.9,3.3,2.3
E0,1213,2013-04-22,Man United,Aston Villa,3,0,H,3,0,H,A Taylor,10,8,5,5,10,6,5,3,1,0,0,0,1.25,6.75,13,1.22,6.75,10.5,1.25,5.5,10.3
E0,1213,2013-04-27,Everton,Fulham,1,0,H,1,0,H,J Moss,17,6,10,2,12,16,7,2,1,3,0,0,1.5,4.5,7.5,1.45,4.1,7.5,1.55,3.9,5.6
E0,1213,2013-04-27,Man City,West Ham,2,1,H,1,0,H,H Webb,16,9,10,6,9,7,9,4,1,3,0,0,1.29,6,12,1.25,5.5,12,1.27,5.2,10
E0,1213,2013-04-27,Newcastle,Liverpool,0,6,A,0,2,A,A Marriner,5,11,1,10,14,7,5,7,3,2,1,0,2.88,3.6,2.5,2.95,3.25,2.4,2.75,3.3,2.4
E0,1213,2013-04-27,Southampton,West Brom,0,3,A,0,1,A,R Madley,16,11,4,9,9,11,7,6,2,2,2,1,1.85,3.75,4.6,1.85,3.6,4.1,1.9,3.45,3.8
E0,1213,2013-04-27,Stoke,Norwich,1,0,H,0,0,D,A Taylor,12,5,4,0,10,8,5,3,4,2,0,0,2.25,3.3,3.6,2.15,3.2,3.5,2,3.2,3.7
E0,1213,2013-04-27,Wigan,Tottenham,2,2,D,1,1,D,M Atkinson,6,14,4,7,12,10,3,3,3,1,0,0,3.8,3.6,2.05,3.8,3.5,1.95,3.8,3.45,1.9
E0,1213,2013-04-28,Arsenal,Man United,1,1,D,1,1,D,P Dowd,19,10,13,5,12,10,7,2,3,5,0,0,2.25,3.6,3.3,2.1,3.5,3.3,2,3.4,3.5
E0,1213,2013-04-28,Chelsea,Swansea,2,0,H,2,0,H,M Clattenburg,21,11,14,8,9,10,6,3,1,3,0,0,1.36,5.5,9,1.3,5.25,9.5,1.25,5.5,10.3
E0,1213,2013-04-28,Reading,QPR,0,0,D,0,0,D,K Friend,13,15,7,5,12,14,9,7,0,2,0,0,2.55,3.5,2.88,2.5,3.4,2.7,2.5,3.3,2.65
E0,1213,2013-04-29,Aston Villa,Sunderland,6,1,H,2,1,H,L Probert,18,7,15,4,10,15,4,4,0,3,0,1,2.3,3.4,3.4,2.2,3.25,3.3,2,3.2,3.7
E0,1213,2013-05-04,Fulham,Reading,2,4,A,0,1,A,N Swarbrick,18,20,13,13,14,7,3,3,2,1,0,0,1.73,3.9,5.25,1.67,3.6,5.25,1.65,3.7,4.9
E0,1213,2013-05-04,Norwich,Aston Villa,1,2,A,0,0,D,K Friend,9,12,4,6,15,13,6,5,2,3,0,0,2.55,3.3,3,2.45,3.2,2.9,2.3,3.3,2.9
E0,1213,2013-05-04,QPR,Arsenal,0,1,A,0,1,A,J Moss,14,13,6,11,8,6,3,7,2,1,0,0,8,4.75,1.44,7.5,4.6,1.4,7.1,5,1.35
E0,1213,2013-05-04,Swansea,Man City,0,0,D,0,0,D,M Jones,7,12,1,8,9,10,4,4,0,0,0,0,5.25,3.8,1.75,4.75,3.75,1.7,4.5,3.7,1.7
E0,1213,2013-05-04,Tottenham,Southampton,1,0,H,0,0,D,M Clattenburg,7,10,4,6,8,9,5,5,1,1,0,0,1.44,4.75,8,1.45,4.5,6.5,1.4,4.6,6.8
E0,1213,2013-05-04,West Brom,Wigan,2,3,A,1,1,D,L Probert,17,13,11,8,9,7,7,5,4,3,0,0,2.45,3.5,3,2.35,3.25,3,2.3,3.3,2.9
E0,1213,2013-05-04,West Ham,Newcastle,0,0,D,0,0,D,P Dowd,9,11,3,6,12,12,7,3,1,1,0,0,2.38,3.4,3.25,2.35,3.2,3.1,2.3,3.3,2.9
E0,1213,2013-05-05,Liverpool,Everton,0,0,D,0,0,D,M Oliver,16,11,8,4,10,10,3,5,1,2,0,0,1.95,3.6,4.2,1.95,3.4,3.9,2,3.3,3.6
E0,1213,2013-05-05,Man United,Chelsea,0,1,A,0,0,D,H Webb,10,15,4,6,14,9,2,7,2,1,1,0,2.2,3.5,3.5,2.15,3.5,3.2,2.1,3.3,3.3
E0,1213,2013-05-06,Sunderland,Stoke,1,1,D,0,1,A,L Mason,14,11,7,7,6,12,5,6,2,2,1,0,2.1,3.3,4,2.05,3.2,3.8,1.85,3.45,4
E0,1213,2013-05-07,Man City,West Brom,1,0,H,1,0,H,P Dowd,21,20,9,11,10,9,6,8,2,1,0,0,1.4,5,9,1.34,5,8,1.35,4.8,7.6
E0,1213,2013-05-07,Wigan,Swansea,2,3,A,1,0,H,K Friend,14,10,11,6,14,13,4,4,2,2,0,0,1.83,3.75,4.75,1.72,3.6,4.75,1.8,3.5,4.2
E0,1213,2013-05-08,Chelsea,Tottenham,2,2,D,2,1,H,M Dean,15,13,8,6,6,16,6,5,1,2,0,0,1.95,3.75,4,1.87,3.6,3.9,1.8,3.5,4.2
E0,1213,2013-05-11,Aston Villa,Chelsea,1,2,A,1,0,H,L Mason,12,11,7,8,13,8,6,7,2,3,1,1,4.5,3.8,1.85,4.33,3.75,1.75,4.3,3.8,1.7
E0,1213,2013-05-12,Everton,West Ham,2,0,H,1,0,H,P Dowd,23,7,13,2,8,11,7,1,1,2,0,0,1.5,4.5,7.5,1.45,4.25,6.75,1.45,4,7
E0,1213,2013-05-12,Fulham,Liverpool,1,3,A,1,1,D,M Halsey,10,20,8,14,2,10,7,8,0,1,0,0,3.9,3.6,2.05,3.7,3.5,1.95,3.2,3.3,2.15
E0,1213,2013-05-12,Man United,Swansea,2,1,H,1,0,H,J Moss,16,5,9,2,5,6,7,5,0,0,0,0,1.3,5.75,12,1.25,5.75,10.5,1.27,5.2,10
E0,1213,2013-05-12,Norwich,West Brom,4,0,H,1,0,H,H Webb,11,8,8,5,10,7,8,2,2,1,0,0,2.2,3.4,3.6,2.1,3.3,3.4,1.9,3.5,3.7
E0,1213,2013-05-12,QPR,Newcastle,1,2,A,1,2,A,L Probert,8,10,3,7,8,8,2,2,1,3,0,1,3.4,3.4,2.3,3.1,3.4,2.2,3.3,3.3,2.1
E0,1213,2013-05-12,Stoke,Tottenham,1,2,A,1,1,D,K Friend,6,23,3,15,11,5,2,11,4,1,1,0,4.5,3.6,1.91,4.5,3.5,1.78,4,3.45,1.85
E0,1213,2013-05-12,Sunderland,Southampton,1,1,D,0,0,D,M Dean,5,15,5,10,9,10,3,10,0,2,0,0,2.8,3.2,2.8,2.65,3,2.75,2.5,3,2.8
E0,1213,2013-05-14,Arsenal,Wigan,4,1,H,1,1,D,M Dean,19,10,12,5,11,11,7,4,0,2,0,0,1.4,5.5,8,1.33,5.25,7.75,1.35,5,7.1
E0,1213,2013-05-14,Reading,Man City,0,2,A,0,1,A,M Atkinson,11,27,7,20,6,7,4,10,0,1,0,0,6,4.33,1.6,5.75,4.1,1.53,5.3,3.9,1.57
E0,1213,2013-05-19,Chelsea,Everton,2,1,H,1,1,D,A Taylor,20,16,10,9,7,8,7,4,2,2,0,0,1.7,4,5.5,1.65,3.75,5,1.5,4,6.1
E0,1213,2013-05-19,Liverpool,QPR,1,0,H,1,0,H,M Atkinson,27,10,20,3,7,3,14,0,1,3,0,0,1.25,7,12,1.2,6.5,12,1.22,5.5,12
E0,1213,2013-05-19,Man City,Norwich,2,3,A,1,1,D,M Halsey,12,12,5,7,10,8,7,7,1,0,0,0,1.33,5.5,11,1.25,5.5,11,1.3,5,9
E0,1213,2013-05-19,Newcastle,Arsenal,0,1,A,0,0,D,H Webb,7,9,2,3,17,10,4,4,1,2,0,0,6,4.6,1.55,6,4.33,1.48,6.5,4.2,1.45
E0,1213,2013-05-19,Southampton,Stoke,1,1,D,0,0,D,L Probert,11,7,7,3,9,7,3,4,0,2,0,0,1.75,3.8,5.25,1.75,3.5,4.75,1.8,3.4,4.3
E0,1213,2013-05-19,Swansea,Fulham,0,3,A,0,1,A,L Mason,19,8,11,6,12,9,8,0,2,1,0,0,1.8,3.8,4.75,1.72,3.75,4.5,1.8,3.5,4.2
E0,1213,2013-05-19,Tottenham,Sunderland,1,0,H,0,0,D,A Marriner,23,6,19,4,6,12,14,1,1,3,0,1,1.29,6,12,1.22,6,12,1.27,5.2,10
E0,1213,2013-05-19,West Brom,Man United,5,5,D,1,3,A,M Oliver,15,12,8,8,10,6,3,5,0,1,0,0,4.5,3.9,1.83,4.5,3.6,1.75,4.2,3.5,1.8
E0,1213,2013-05-19,West Ham,Reading,4,2,H,2,0,H,M Dean,21,17,12,7,14,8,6,4,2,1,0,0,1.67,4,5.75,1.6,3.8,5.5,1.7,3.6,4.7
E0,1213,2013-05-19,Wigan,Aston Villa,2,2,D,2,1,H,N Swarbrick,12,5,6,2,8,12,4,2,2,1,0,0,2.15,3.6,3.6,2,3.5,3.5,2.1,3.3,3.3
E0,1314,2013-08-17,Arsenal,Aston Villa,1,3,A,1,1,D,A Taylor,16,9,4,4,15,18,4,3,4,5,1,0,1.44,4.75,8,1.36,5,7.75,1.37,4.6,7.5
E0,1314,2013-08-17,Liverpool,Stoke,1,0,H,1,0,H,M Atkinson,26,10,11,4,11,11,12,6,1,1,0,0,1.4,5,9.5,1.4,4.33,8.25,1.4,4.4,7.3
E0,1314,2013-08-17,Norwich,Everton,2,2,D,0,0,D,M Oliver,8,19,2,6,13,10,6,8,2,0,0,0,3.2,3.4,2.4,3.1,3.25,2.3,2.9,3.3,2.3
E0,1314,2013-08-17,Sunderland,Fulham,0,1,A,0,0,D,N Swarbrick,20,5,3,1,14,14,6,1,0,3,0,0,2.3,3.4,3.4,2.25,3.2,3.25,2.2,3.2,3.2
